value,datetime,datetime_utc,tz_time,geo_id,geo_name
275.225,2025-07-04 00:00:00+02:00,2025-07-03T22:00:00Z,2025-07-03T22:00:00.000Z,8741,Península
276.75,2025-07-04 01:00:00+02:00,2025-07-03T23:00:00Z,2025-07-03T23:00:00.000Z,8741,Península
500.5,2025-07-04 02:00:00+02:00,2025-07-04T00:00:00Z,2025-07-04T00:00:00.000Z,8741,Península
187.5,2025-07-04 03:00:00+02:00,2025-07-04T01:00:00Z,2025-07-04T01:00:00.000Z,8741,Península
63.0,2025-07-04 04:00:00+02:00,2025-07-04T02:00:00Z,2025-07-04T02:00:00.000Z,8741,Península
0.0,2025-07-04 05:00:00+02:00,2025-07-04T03:00:00Z,2025-07-04T03:00:00.000Z,8741,Península
33.0,2025-07-04 06:00:00+02:00,2025-07-04T04:00:00Z,2025-07-04T04:00:00.000Z,8741,Península
205.5,2025-07-04 07:00:00+02:00,2025-07-04T05:00:00Z,2025-07-04T05:00:00.000Z,8741,Península
0.0,2025-07-04 08:00:00+02:00,2025-07-04T06:00:00Z,2025-07-04T06:00:00.000Z,8741,Península
0.0,2025-07-04 09:00:00+02:00,2025-07-04T07:00:00Z,2025-07-04T07:00:00.000Z,8741,Península
0.0,2025-07-04 10:00:00+02:00,2025-07-04T08:00:00Z,2025-07-04T08:00:00.000Z,8741,Península
0.0,2025-07-04 11:00:00+02:00,2025-07-04T09:00:00Z,2025-07-04T09:00:00.000Z,8741,Península
0.0,2025-07-04 12:00:00+02:00,2025-07-04T10:00:00Z,2025-07-04T10:00:00.000Z,8741,Península
50.0,2025-07-04 13:00:00+02:00,2025-07-04T11:00:00Z,2025-07-04T11:00:00.000Z,8741,Península
112.5,2025-07-04 14:00:00+02:00,2025-07-04T12:00:00Z,2025-07-04T12:00:00.000Z,8741,Península
45.0,2025-07-04 15:00:00+02:00,2025-07-04T13:00:00Z,2025-07-04T13:00:00.000Z,8741,Península
0.0,2025-07-04 16:00:00+02:00,2025-07-04T14:00:00Z,2025-07-04T14:00:00.000Z,8741,Península
50.0,2025-07-04 17:00:00+02:00,2025-07-04T15:00:00Z,2025-07-04T15:00:00.000Z,8741,Península
71.25,2025-07-04 18:00:00+02:00,2025-07-04T16:00:00Z,2025-07-04T16:00:00.000Z,8741,Península
0.0,2025-07-04 19:00:00+02:00,2025-07-04T17:00:00Z,2025-07-04T17:00:00.000Z,8741,Península
